Size,Ntrial,AvgTestAcc,AvgTrainAcc,AvgConfMatrix,Config
0.3,0,0.5362162162162162,0.6126582278481012,[[11.2 79.8] [ 6.  88. ]],logistic_adam_adaptive_(50,)
0.3,0,0.5264864864864865,0.6025316455696202,[[ 5.8 85.2] [ 2.4 91.6]],logistic_adam_adaptive_(50, 50)
0.3,0,0.5091891891891892,0.5822784810126582,[[ 0.2 90.8] [ 0.  94. ]],logistic_adam_adaptive_(100,)
0.3,0,0.6075675675675676,0.6531645569620254,[[34.8 56.2] [16.4 77.6]],tanh_lbfgs_constant_(50,)
0.3,0,0.601081081081081,0.6481012658227848,[[35.6 55.4] [18.4 75.6]],tanh_lbfgs_constant_(50, 50)
0.3,0,0.5816216216216217,0.6582278481012658,[[32.6 58.4] [19.  75. ]],tanh_lbfgs_constant_(100,)
0.3,0,0.6075675675675676,0.6531645569620254,[[34.8 56.2] [16.4 77.6]],tanh_lbfgs_invscaling_(50,)
0.3,0,0.601081081081081,0.6481012658227848,[[35.6 55.4] [18.4 75.6]],tanh_lbfgs_invscaling_(50, 50)
0.3,0,0.5816216216216217,0.6582278481012658,[[32.6 58.4] [19.  75. ]],tanh_lbfgs_invscaling_(100,)
0.3,0,0.6075675675675676,0.6531645569620254,[[34.8 56.2] [16.4 77.6]],tanh_lbfgs_adaptive_(50,)
0.3,0,0.601081081081081,0.6481012658227848,[[35.6 55.4] [18.4 75.6]],tanh_lbfgs_adaptive_(50, 50)
0.3,0,0.5816216216216217,0.6582278481012658,[[32.6 58.4] [19.  75. ]],tanh_lbfgs_adaptive_(100,)
0.3,0,0.5481081081081082,0.589873417721519,[[19.6 71.4] [12.2 81.8]],tanh_sgd_constant_(50,)
0.3,0,0.5243243243243243,0.5822784810126582,[[10. 81.] [ 7. 87.]],tanh_sgd_constant_(50, 50)
0.3,0,0.4897297297297298,0.5569620253164557,[[ 0.  91. ] [ 3.4 90.6]],tanh_sgd_constant_(100,)
0.3,0,0.5113513513513513,0.5139240506329114,[[51.2 39.8] [50.6 43.4]],tanh_sgd_invscaling_(50,)
0.3,0,0.5383783783783784,0.5569620253164557,[[32.8 58.2] [27.2 66.8]],tanh_sgd_invscaling_(50, 50)
0.3,0,0.49513513513513513,0.529113924050633,[[18.8 72.2] [21.2 72.8]],tanh_sgd_invscaling_(100,)
0.3,0,0.52,0.5822784810126582,[[ 9.8 81.2] [ 7.6 86.4]],tanh_sgd_adaptive_(50,)
0.3,0,0.5254054054054055,0.5848101265822785,[[ 9.8 81.2] [ 6.6 87.4]],tanh_sgd_adaptive_(50, 50)
0.3,0,0.5070270270270271,0.5822784810126582,[[ 0.2 90.8] [ 0.4 93.6]],tanh_sgd_adaptive_(100,)
0.3,0,0.4821621621621622,0.5670886075949367,[[ 7.8 83.2] [12.6 81.4]],tanh_adam_constant_(50,)
0.3,0,0.6097297297297297,0.6531645569620254,[[35.  56. ] [16.2 77.8]],tanh_adam_constant_(50, 50)
0.3,0,0.5027027027027027,0.5746835443037975,[[ 3. 88.] [ 4. 90.]],tanh_adam_constant_(100,)
0.3,0,0.4821621621621622,0.5670886075949367,[[ 7.8 83.2] [12.6 81.4]],tanh_adam_invscaling_(50,)
0.3,0,0.6097297297297297,0.6531645569620254,[[35.  56. ] [16.2 77.8]],tanh_adam_invscaling_(50, 50)
0.3,0,0.5027027027027027,0.5746835443037975,[[ 3. 88.] [ 4. 90.]],tanh_adam_invscaling_(100,)
0.3,0,0.4821621621621622,0.5670886075949367,[[ 7.8 83.2] [12.6 81.4]],tanh_adam_adaptive_(50,)
0.3,0,0.6097297297297297,0.6531645569620254,[[35.  56. ] [16.2 77.8]],tanh_adam_adaptive_(50, 50)
0.3,0,0.5027027027027027,0.5746835443037975,[[ 3. 88.] [ 4. 90.]],tanh_adam_adaptive_(100,)
0.3,0,0.5935135135135136,0.5594936708860759,[[64.4 26.6] [48.6 45.4]],relu_lbfgs_constant_(50,)
0.3,0,0.5621621621621622,0.5443037974683544,[[76.2 14.8] [66.2 27.8]],relu_lbfgs_constant_(50, 50)
0.3,0,0.5654054054054054,0.529113924050633,[[67.  24. ] [56.4 37.6]],relu_lbfgs_constant_(100,)
0.3,0,0.5935135135135136,0.5594936708860759,[[64.4 26.6] [48.6 45.4]],relu_lbfgs_invscaling_(50,)
0.3,0,0.5621621621621622,0.5443037974683544,[[76.2 14.8] [66.2 27.8]],relu_lbfgs_invscaling_(50, 50)
0.3,0,0.5654054054054054,0.529113924050633,[[67.  24. ] [56.4 37.6]],relu_lbfgs_invscaling_(100,)
0.3,0,0.5935135135135136,0.5594936708860759,[[64.4 26.6] [48.6 45.4]],relu_lbfgs_adaptive_(50,)
0.3,0,0.5621621621621622,0.5443037974683544,[[76.2 14.8] [66.2 27.8]],relu_lbfgs_adaptive_(50, 50)
0.3,0,0.5654054054054054,0.529113924050633,[[67.  24. ] [56.4 37.6]],relu_lbfgs_adaptive_(100,)
0.3,0,0.5016216216216216,0.5164556962025316,[[36.4 54.6] [37.6 56.4]],relu_sgd_constant_(50,)
0.3,0,0.5016216216216216,0.5164556962025316,[[36.4 54.6] [37.6 56.4]],relu_sgd_constant_(50, 50)
0.3,0,0.49405405405405406,0.4506329113924051,[[72.2 18.8] [74.8 19.2]],relu_sgd_constant_(100,)
0.3,0,0.5016216216216216,0.5164556962025316,[[36.4 54.6] [37.6 56.4]],relu_sgd_invscaling_(50,)
0.3,0,0.5037837837837839,0.5822784810126582,[[ 0.4 90.6] [ 1.2 92.8]],relu_sgd_invscaling_(50, 50)
0.3,0,0.49405405405405406,0.4506329113924051,[[72.2 18.8] [74.8 19.2]],relu_sgd_invscaling_(100,)
0.3,0,0.5016216216216216,0.5164556962025316,[[36.4 54.6] [37.6 56.4]],relu_sgd_adaptive_(50,)
0.3,0,0.5037837837837839,0.5822784810126582,[[ 0.4 90.6] [ 1.2 92.8]],relu_sgd_adaptive_(50, 50)
0.3,0,0.492972972972973,0.4835443037974684,[[54.4 36.6] [57.2 36.8]],relu_sgd_adaptive_(100,)
0.3,0,0.6291891891891892,0.6683544303797468,[[42.2 48.8] [19.8 74.2]],relu_adam_constant_(50,)
0.3,0,0.5632432432432433,0.6278481012658228,[[24.4 66.6] [14.2 79.8]],relu_adam_constant_(50, 50)
0.3,0,0.6572972972972972,0.6683544303797468,[[70.2 20.8] [42.6 51.4]],relu_adam_constant_(100,)
0.3,0,0.6291891891891892,0.6683544303797468,[[42.2 48.8] [19.8 74.2]],relu_adam_invscaling_(50,)
0.3,0,0.5632432432432433,0.6278481012658228,[[24.4 66.6] [14.2 79.8]],relu_adam_invscaling_(50, 50)
0.3,0,0.6572972972972972,0.6683544303797468,[[70.2 20.8] [42.6 51.4]],relu_adam_invscaling_(100,)
0.3,0,0.6291891891891892,0.6683544303797468,[[42.2 48.8] [19.8 74.2]],relu_adam_adaptive_(50,)
0.3,0,0.5632432432432433,0.6278481012658228,[[24.4 66.6] [14.2 79.8]],relu_adam_adaptive_(50, 50)
0.3,0,0.6572972972972972,0.6683544303797468,[[70.2 20.8] [42.6 51.4]],relu_adam_adaptive_(100,)
0.3,1,0.6129729729729729,0.6481012658227848,[[71.8 13.2] [58.4 41.6]],identity_lbfgs_constant_(50,)
0.3,1,0.5556756756756757,0.6253164556962025,[[70.2 14.8] [67.4 32.6]],identity_lbfgs_constant_(50, 50)
0.3,1,0.6270270270270271,0.6810126582278481,[[68.6 16.4] [52.6 47.4]],identity_lbfgs_constant_(100,)
0.3,1,0.6129729729729729,0.6481012658227848,[[71.8 13.2] [58.4 41.6]],identity_lbfgs_invscaling_(50,)
0.3,1,0.5556756756756757,0.6253164556962025,[[70.2 14.8] [67.4 32.6]],identity_lbfgs_invscaling_(50, 50)
0.3,1,0.6270270270270271,0.6810126582278481,[[68.6 16.4] [52.6 47.4]],identity_lbfgs_invscaling_(100,)
0.3,1,0.6129729729729729,0.6481012658227848,[[71.8 13.2] [58.4 41.6]],identity_lbfgs_adaptive_(50,)
0.3,1,0.5556756756756757,0.6253164556962025,[[70.2 14.8] [67.4 32.6]],identity_lbfgs_adaptive_(50, 50)
0.3,1,0.6270270270270271,0.6810126582278481,[[68.6 16.4] [52.6 47.4]],identity_lbfgs_adaptive_(100,)
0.3,1,0.4594594594594595,0.4936708860759494,[[ 85.   0.] [100.   0.]],identity_sgd_constant_(50,)
0.3,1,0.4594594594594595,0.4936708860759494,[[ 85.   0.] [100.   0.]],identity_sgd_constant_(50, 50)
0.3,1,0.4594594594594595,0.4936708860759494,[[ 85.   0.] [100.   0.]],identity_sgd_constant_(100,)
0.3,1,0.678918918918919,0.7493670886075949,[[61.2 23.8] [35.6 64.4]],identity_sgd_invscaling_(50,)
0.3,1,0.4594594594594595,0.4936708860759494,[[ 85.   0.] [100.   0.]],identity_sgd_invscaling_(50, 50)
0.3,1,0.6237837837837837,0.6683544303797468,[[51.4 33.6] [36.  64. ]],identity_sgd_invscaling_(100,)
0.3,1,0.4594594594594595,0.4936708860759494,[[ 85.   0.] [100.   0.]],identity_sgd_adaptive_(50,)
0.3,1,0.4594594594594595,0.4936708860759494,[[ 85.   0.] [100.   0.]],identity_sgd_adaptive_(50, 50)
0.3,1,0.4594594594594595,0.4936708860759494,[[ 85.   0.] [100.   0.]],identity_sgd_adaptive_(100,)
0.3,1,0.6778378378378379,0.7367088607594937,[[67.6 17.4] [42.2 57.8]],identity_adam_constant_(50,)
0.3,1,0.6064864864864865,0.6506329113924051,[[81.4  3.6] [69.2 30.8]],identity_adam_constant_(50, 50)
0.3,1,0.6324324324324324,0.6911392405063291,[[52.8 32.2] [35.8 64.2]],identity_adam_constant_(100,)
0.3,1,0.6778378378378379,0.7367088607594937,[[67.6 17.4] [42.2 57.8]],identity_adam_invscaling_(50,)
0.3,1,0.6064864864864865,0.6506329113924051,[[81.4  3.6] [69.2 30.8]],identity_adam_invscaling_(50, 50)
0.3,1,0.6324324324324324,0.6911392405063291,[[52.8 32.2] [35.8 64.2]],identity_adam_invscaling_(100,)
0.3,1,0.6778378378378379,0.7367088607594937,[[67.6 17.4] [42.2 57.8]],identity_adam_adaptive_(50,)
0.3,1,0.6064864864864865,0.6506329113924051,[[81.4  3.6] [69.2 30.8]],identity_adam_adaptive_(50, 50)
0.3,1,0.6324324324324324,0.6911392405063291,[[52.8 32.2] [35.8 64.2]],identity_adam_adaptive_(100,)
0.3,1,0.6227027027027027,0.7088607594936709,[[66.2 18.8] [51.  49. ]],logistic_lbfgs_constant_(50,)
0.3,1,0.6043243243243244,0.6936708860759494,[[63.8 21.2] [52.  48. ]],logistic_lbfgs_constant_(50, 50)
0.3,1,0.6270270270270271,0.7240506329113924,[[72.6 12.4] [56.6 43.4]],logistic_lbfgs_constant_(100,)
0.3,1,0.6227027027027027,0.7088607594936709,[[66.2 18.8] [51.  49. ]],logistic_lbfgs_invscaling_(50,)
0.3,1,0.6043243243243244,0.6936708860759494,[[63.8 21.2] [52.  48. ]],logistic_lbfgs_invscaling_(50, 50)
0.3,1,0.6270270270270271,0.7240506329113924,[[72.6 12.4] [56.6 43.4]],logistic_lbfgs_invscaling_(100,)
0.3,1,0.6227027027027027,0.7088607594936709,[[66.2 18.8] [51.  49. ]],logistic_lbfgs_adaptive_(50,)
0.3,1,0.6043243243243244,0.6936708860759494,[[63.8 21.2] [52.  48. ]],logistic_lbfgs_adaptive_(50, 50)
0.3,1,0.6270270270270271,0.7240506329113924,[[72.6 12.4] [56.6 43.4]],logistic_lbfgs_adaptive_(100,)
0.3,1,0.5048648648648649,0.4759493670886076,[[17.4 67.6] [24.  76. ]],logistic_sgd_constant_(50,)
0.3,1,0.5470270270270271,0.5367088607594936,[[21.2 63.8] [20.  80. ]],logistic_sgd_constant_(50, 50)
0.3,1,0.5275675675675676,0.529113924050633,[[32.2 52.8] [34.6 65.4]],logistic_sgd_constant_(100,)
0.3,1,0.5091891891891892,0.5088607594936709,[[34.  51. ] [39.8 60.2]],logistic_sgd_invscaling_(50,)
0.3,1,0.4918918918918919,0.4987341772151899,[[51. 34.] [60. 40.]],logistic_sgd_invscaling_(50, 50)
0.3,1,0.4821621621621622,0.4936708860759494,[[51.  34. ] [61.8 38.2]],logistic_sgd_invscaling_(100,)
0.3,1,0.4983783783783784,0.47341772151898737,[[18.4 66.6] [26.2 73.8]],logistic_sgd_adaptive_(50,)
0.3,1,0.5383783783783784,0.4987341772151899,[[ 0.2 84.8] [ 0.6 99.4]],logistic_sgd_adaptive_(50, 50)
0.3,1,0.5362162162162162,0.5316455696202532,[[15.4 69.6] [16.2 83.8]],logistic_sgd_adaptive_(100,)
0.3,1,0.5924324324324324,0.6582278481012659,[[54.  31. ] [44.4 55.6]],logistic_adam_constant_(50,)
0.3,1,0.5805405405405406,0.620253164556962,[[52.8 32.2] [45.4 54.6]],logistic_adam_constant_(50, 50)
0.3,1,0.5772972972972973,0.6227848101265823,[[47.2 37.8] [40.4 59.6]],logistic_adam_constant_(100,)
0.3,1,0.5924324324324324,0.6582278481012659,[[54.  31. ] [44.4 55.6]],logistic_adam_invscaling_(50,)
0.3,1,0.5805405405405406,0.620253164556962,[[52.8 32.2] [45.4 54.6]],logistic_adam_invscaling_(50, 50)
0.3,1,0.5772972972972973,0.6227848101265823,[[47.2 37.8] [40.4 59.6]],logistic_adam_invscaling_(100,)
0.3,1,0.5924324324324324,0.6582278481012659,[[54.  31. ] [44.4 55.6]],logistic_adam_adaptive_(50,)
0.3,1,0.5805405405405406,0.620253164556962,[[52.8 32.2] [45.4 54.6]],logistic_adam_adaptive_(50, 50)
0.3,1,0.5772972972972973,0.6227848101265823,[[47.2 37.8] [40.4 59.6]],logistic_adam_adaptive_(100,)
0.3,1,0.5772972972972973,0.6708860759493671,[[62.  23. ] [55.2 44.8]],tanh_lbfgs_constant_(50,)
0.3,1,0.5902702702702702,0.6835443037974683,[[66.8 18.2] [57.6 42.4]],tanh_lbfgs_constant_(50, 50)
0.3,1,0.6162162162162163,0.7063291139240506,[[68.4 16.6] [54.4 45.6]],tanh_lbfgs_constant_(100,)
0.3,1,0.5772972972972973,0.6708860759493671,[[62.  23. ] [55.2 44.8]],tanh_lbfgs_invscaling_(50,)
0.3,1,0.5902702702702702,0.6835443037974683,[[66.8 18.2] [57.6 42.4]],tanh_lbfgs_invscaling_(50, 50)
0.3,1,0.6162162162162163,0.7063291139240506,[[68.4 16.6] [54.4 45.6]],tanh_lbfgs_invscaling_(100,)
0.3,1,0.5772972972972973,0.6708860759493671,[[62.  23. ] [55.2 44.8]],tanh_lbfgs_adaptive_(50,)
0.3,1,0.5902702702702702,0.6835443037974683,[[66.8 18.2] [57.6 42.4]],tanh_lbfgs_adaptive_(50, 50)
0.3,1,0.6162162162162163,0.7063291139240506,[[68.4 16.6] [54.4 45.6]],tanh_lbfgs_adaptive_(100,)
0.3,1,0.5394594594594595,0.5721518987341773,[[41.8 43.2] [42.  58. ]],tanh_sgd_constant_(50,)
0.3,1,0.5664864864864865,0.6025316455696202,[[56.6 28.4] [51.8 48.2]],tanh_sgd_constant_(50, 50)
0.3,1,0.5632432432432433,0.5974683544303797,[[58.6 26.4] [54.4 45.6]],tanh_sgd_constant_(100,)
0.3,1,0.4702702702702703,0.5037974683544304,[[65.4 19.6] [78.4 21.6]],tanh_sgd_invscaling_(50,)
0.3,1,0.5167567567567568,0.5215189873417722,[[25.4 59.6] [29.8 70.2]],tanh_sgd_invscaling_(50, 50)
0.3,1,0.5070270270270271,0.5164556962025316,[[50.  35. ] [56.2 43.8]],tanh_sgd_invscaling_(100,)
0.3,1,0.5437837837837838,0.5443037974683544,[[18.2 66.8] [17.6 82.4]],tanh_sgd_adaptive_(50,)
0.3,1,0.5675675675675675,0.6177215189873417,[[72.6 12.4] [67.6 32.4]],tanh_sgd_adaptive_(50, 50)
0.3,1,0.6,0.6582278481012658,[[73.2 11.8] [62.2 37.8]],tanh_sgd_adaptive_(100,)
0.3,1,0.5232432432432432,0.5443037974683544,[[28.2 56.8] [31.4 68.6]],tanh_adam_constant_(50,)
0.3,1,0.6172972972972973,0.7113924050632912,[[58.8 26.2] [44.6 55.4]],tanh_adam_constant_(50, 50)
0.3,1,0.585945945945946,0.6455696202531646,[[52.4 32.6] [44.  56. ]],tanh_adam_constant_(100,)
0.3,1,0.5232432432432432,0.5443037974683544,[[28.2 56.8] [31.4 68.6]],tanh_adam_invscaling_(50,)
0.3,1,0.6172972972972973,0.7113924050632912,[[58.8 26.2] [44.6 55.4]],tanh_adam_invscaling_(50, 50)
0.3,1,0.585945945945946,0.6455696202531646,[[52.4 32.6] [44.  56. ]],tanh_adam_invscaling_(100,)
0.3,1,0.5232432432432432,0.5443037974683544,[[28.2 56.8] [31.4 68.6]],tanh_adam_adaptive_(50,)
0.3,1,0.6172972972972973,0.7113924050632912,[[58.8 26.2] [44.6 55.4]],tanh_adam_adaptive_(50, 50)
0.3,1,0.585945945945946,0.6455696202531646,[[52.4 32.6] [44.  56. ]],tanh_adam_adaptive_(100,)
0.3,1,0.5362162162162163,0.5569620253164557,[[73.2 11.8] [74.  26. ]],relu_lbfgs_constant_(50,)
0.3,1,0.4789189189189189,0.5189873417721519,[[84.8  0.2] [96.2  3.8]],relu_lbfgs_constant_(50, 50)
0.3,1,0.5221621621621622,0.5620253164556962,[[77.6  7.4] [81.  19. ]],relu_lbfgs_constant_(100,)
0.3,1,0.5362162162162163,0.5569620253164557,[[73.2 11.8] [74.  26. ]],relu_lbfgs_invscaling_(50,)
0.3,1,0.4789189189189189,0.5189873417721519,[[84.8  0.2] [96.2  3.8]],relu_lbfgs_invscaling_(50, 50)
0.3,1,0.5221621621621622,0.5620253164556962,[[77.6  7.4] [81.  19. ]],relu_lbfgs_invscaling_(100,)
0.3,1,0.5362162162162163,0.5569620253164557,[[73.2 11.8] [74.  26. ]],relu_lbfgs_adaptive_(50,)
0.3,1,0.4789189189189189,0.5189873417721519,[[84.8  0.2] [96.2  3.8]],relu_lbfgs_adaptive_(50, 50)
0.3,1,0.5221621621621622,0.5620253164556962,[[77.6  7.4] [81.  19. ]],relu_lbfgs_adaptive_(100,)
0.3,1,0.5070270270270271,0.5012658227848101,[[33.8 51.2] [40.  60. ]],relu_sgd_constant_(50,)
0.3,1,0.5081081081081081,0.5012658227848101,[[34. 51.] [40. 60.]],relu_sgd_constant_(50, 50)
0.3,1,0.4756756756756757,0.49620253164556966,[[67.6 17.4] [79.6 20.4]],relu_sgd_constant_(100,)
0.3,1,0.5102702702702703,0.5139240506329115,[[32.  53. ] [37.6 62.4]],relu_sgd_invscaling_(50,)
0.3,1,0.5243243243243243,0.5037974683544304,[[17. 68.] [20. 80.]],relu_sgd_invscaling_(50, 50)
0.3,1,0.4756756756756757,0.49620253164556966,[[67.6 17.4] [79.6 20.4]],relu_sgd_invscaling_(100,)
0.3,1,0.5070270270270271,0.5012658227848101,[[33.8 51.2] [40.  60. ]],relu_sgd_adaptive_(50,)
0.3,1,0.5254054054054054,0.5037974683544304,[[17.2 67.8] [20.  80. ]],relu_sgd_adaptive_(50, 50)
0.3,1,0.4756756756756757,0.49620253164556966,[[67.6 17.4] [79.6 20.4]],relu_sgd_adaptive_(100,)
0.3,1,0.6497297297297298,0.6936708860759494,[[55.8 29.2] [35.6 64.4]],relu_adam_constant_(50,)
0.3,1,0.6129729729729729,0.6455696202531646,[[34.6 50.4] [21.2 78.8]],relu_adam_constant_(50, 50)
0.3,1,0.5924324324324325,0.610126582278481,[[52.4 32.6] [42.8 57.2]],relu_adam_constant_(100,)
0.3,1,0.6497297297297298,0.6936708860759494,[[55.8 29.2] [35.6 64.4]],relu_adam_invscaling_(50,)
0.3,1,0.6129729729729729,0.6455696202531646,[[34.6 50.4] [21.2 78.8]],relu_adam_invscaling_(50, 50)
0.3,1,0.5924324324324325,0.610126582278481,[[52.4 32.6] [42.8 57.2]],relu_adam_invscaling_(100,)
0.3,1,0.6497297297297298,0.6936708860759494,[[55.8 29.2] [35.6 64.4]],relu_adam_adaptive_(50,)
0.3,1,0.6129729729729729,0.6455696202531646,[[34.6 50.4] [21.2 78.8]],relu_adam_adaptive_(50, 50)
0.3,1,0.5924324324324325,0.610126582278481,[[52.4 32.6] [42.8 57.2]],relu_adam_adaptive_(100,)
0.3,2,0.5827027027027027,0.6227848101265823,[[68.4 20.6] [56.6 39.4]],identity_lbfgs_constant_(50,)
0.3,2,0.5848648648648649,0.6556962025316455,[[47.6 41.4] [35.4 60.6]],identity_lbfgs_constant_(50, 50)
0.3,2,0.6313513513513513,0.6759493670886076,[[78.2 10.8] [57.4 38.6]],identity_lbfgs_constant_(100,)
0.3,2,0.5827027027027027,0.6227848101265823,[[68.4 20.6] [56.6 39.4]],identity_lbfgs_invscaling_(50,)
0.3,2,0.5848648648648649,0.6556962025316455,[[47.6 41.4] [35.4 60.6]],identity_lbfgs_invscaling_(50, 50)
0.3,2,0.6313513513513513,0.6759493670886076,[[78.2 10.8] [57.4 38.6]],identity_lbfgs_invscaling_(100,)
0.3,2,0.5827027027027027,0.6227848101265823,[[68.4 20.6] [56.6 39.4]],identity_lbfgs_adaptive_(50,)
0.3,2,0.5848648648648649,0.6556962025316455,[[47.6 41.4] [35.4 60.6]],identity_lbfgs_adaptive_(50, 50)
0.3,2,0.6313513513513513,0.6759493670886076,[[78.2 10.8] [57.4 38.6]],identity_lbfgs_adaptive_(100,)
0.3,2,0.4810810810810811,0.4430379746835443,[[89.  0.] [96.  0.]],identity_sgd_constant_(50,)
