Size,Ntrial,TestAcc,TrainAcc,ConfMatrix,Config
0.3,0,0.7081081081081081,0.6962025316455697,[[79 12] [42 52]],1e-09
0.3,0,0.7135135135135136,0.6962025316455697,[[79 12] [41 53]],1e-08
0.3,0,0.7297297297297297,0.6962025316455697,[[81 10] [40 54]],1e-07
0.3,0,0.7243243243243244,0.7215189873417721,[[81 10] [41 53]],1e-06
0.3,0,0.7297297297297297,0.7341772151898734,[[81 10] [40 54]],1e-05
0.3,0,0.7243243243243244,0.759493670886076,[[82  9] [42 52]],0.0001
0.3,1,0.6918918918918919,0.7468354430379747,[[82  3] [54 46]],1e-09
0.3,1,0.6810810810810811,0.7468354430379747,[[82  3] [56 44]],1e-08
0.3,1,0.6810810810810811,0.7341772151898734,[[83  2] [57 43]],1e-07
0.3,1,0.6918918918918919,0.7341772151898734,[[83  2] [55 45]],1e-06
0.3,1,0.6756756756756757,0.7468354430379747,[[83  2] [58 42]],1e-05
0.3,1,0.6864864864864865,0.759493670886076,[[83  2] [56 44]],0.0001
0.3,2,0.6864864864864865,0.7848101265822784,[[82  7] [51 45]],1e-09
0.3,2,0.6810810810810811,0.7848101265822784,[[82  7] [52 44]],1e-08
0.3,2,0.6810810810810811,0.7848101265822784,[[82  7] [52 44]],1e-07
0.3,2,0.6810810810810811,0.759493670886076,[[80  9] [50 46]],1e-06
0.3,2,0.6756756756756757,0.7848101265822784,[[78 11] [49 47]],1e-05
0.3,2,0.6864864864864865,0.810126582278481,[[78 11] [47 49]],0.0001
0.3,3,0.654054054054054,0.759493670886076,[[74 10] [54 47]],1e-09
0.3,3,0.6594594594594595,0.7721518987341772,[[74 10] [53 48]],1e-08
0.3,3,0.6756756756756757,0.7848101265822784,[[76  8] [52 49]],1e-07
0.3,3,0.6648648648648648,0.7848101265822784,[[78  6] [56 45]],1e-06
0.3,3,0.6864864864864865,0.810126582278481,[[78  6] [52 49]],1e-05
0.3,3,0.6702702702702703,0.8354430379746836,[[74 10] [51 50]],0.0001
0.3,4,0.6594594594594595,0.7088607594936709,[[81  4] [59 41]],1e-09
0.3,4,0.6594594594594595,0.7088607594936709,[[81  4] [59 41]],1e-08
0.3,4,0.6594594594594595,0.7341772151898734,[[81  4] [59 41]],1e-07
0.3,4,0.6810810810810811,0.7215189873417721,[[82  3] [56 44]],1e-06
0.3,4,0.6864864864864865,0.6835443037974683,[[82  3] [55 45]],1e-05
0.3,4,0.6702702702702703,0.7088607594936709,[[79  6] [55 45]],0.0001
0.3,5,0.6648648648648648,0.7974683544303798,[[76  8] [54 47]],1e-09
0.3,5,0.6702702702702703,0.8227848101265823,[[77  7] [54 47]],1e-08
0.3,5,0.6648648648648648,0.810126582278481,[[78  6] [56 45]],1e-07
0.3,5,0.6810810810810811,0.7974683544303798,[[78  6] [53 48]],1e-06
0.3,5,0.6918918918918919,0.7468354430379747,[[75  9] [48 53]],1e-05
