Size,Ntrial,AvgTestAcc,AvgTrainAcc,AvgConfMatrix,Config
3,0,0.6590693257359924,0.7375423318819545,13.166666666666668,1_1_SAMME
3,0,0.6590693257359924,0.7375423318819545,13.166666666666668,1_1_SAMME.R
3,0,0.6590693257359924,0.7375423318819545,13.166666666666668,1_2_SAMME
3,0,0.6593067426400759,0.7342767295597484,13.166666666666668,1_2_SAMME.R
3,0,0.6654795821462488,0.7469762941461054,13.166666666666668,1_4_SAMME
3,0,0.6398385565052231,0.7658442186744074,13.166666666666668,1_4_SAMME.R
3,0,0.6270180436847104,0.7659046927914852,13.166666666666666,1_8_SAMME
3,0,0.6647673314339981,0.8481494920174165,13.166666666666668,1_8_SAMME.R
3,0,0.6590693257359924,0.7977745524915336,13.166666666666668,1_16_SAMME
3,0,0.6590693257359924,0.9367440735365263,13.166666666666668,1_16_SAMME.R
3,0,0.716286799620133,0.870585389453314,13.166666666666663,1_32_SAMME
3,0,0.6270180436847104,0.9968553459119497,13.166666666666663,1_32_SAMME.R
3,0,0.6593067426400759,0.9559143686502177,13.166666666666666,1_64_SAMME
3,0,0.6208452041785375,1.0,13.166666666666666,1_64_SAMME.R
3,0,0.6652421652421653,0.9873609095307209,13.166666666666666,1_100_SAMME
3,0,0.5988129154795822,1.0,13.166666666666666,1_100_SAMME.R
3,0,0.6590693257359924,0.7375423318819545,13.166666666666668,0.5_1_SAMME
3,0,0.6590693257359924,0.7375423318819545,13.166666666666668,0.5_1_SAMME.R
3,0,0.6590693257359924,0.7375423318819545,13.166666666666668,0.5_2_SAMME
3,0,0.6654795821462488,0.7406869859700048,13.166666666666663,0.5_2_SAMME.R
3,0,0.6837606837606838,0.7407474600870827,13.166666666666666,0.5_4_SAMME
3,0,0.6783000949667616,0.7564102564102564,13.166666666666666,0.5_4_SAMME.R
3,0,0.6590693257359924,0.7375423318819545,13.166666666666668,0.5_8_SAMME
3,0,0.6783000949667616,0.8355708756652153,13.166666666666668,0.5_8_SAMME.R
3,0,0.6842355175688509,0.7884010643444606,13.166666666666668,0.5_16_SAMME
3,0,0.6849477682811016,0.8702830188679246,13.166666666666666,0.5_16_SAMME.R
3,0,0.6775878442545109,0.8073294629898404,13.166666666666668,0.5_32_SAMME
3,0,0.6469610636277303,0.9683115626511853,13.166666666666668,0.5_32_SAMME.R
